date;vac_statut;age;nb_PCR;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;effectif J-7
2021-07-16;Primo dose récente;[60,79];477;8;1;1;1;1;249321
2021-07-17;Primo dose récente;[40,59];1266;46;0;0;1;1;736235
2021-07-17;Primo dose récente;"[80;+]";69;0;0;0;0;0;39805
2021-07-18;Primo dose récente;[0,19];344;14;0;0;0;0;573474
2021-07-18;Primo dose récente;[40,59];344;10;1;1;0;0;714254
2021-07-19;Primo dose récente;[20,39];4925;497;0;0;0;0;907895
2021-07-20;Primo dose récente;[60,79];524;22;2;2;0;0;260604
2021-07-20;Primo dose récente;"[80;+]";131;3;0;0;0;0;42179
2021-07-21;Primo dose récente;[0,19];2552;197;1;1;0;0;613124
2021-07-21;Primo dose récente;[40,59];2771;148;3;3;0;0;774588
2021-07-21;Primo dose récente;[60,79];495;19;0;0;0;0;249820
2021-07-22;Primo dose récente;[0,19];3655;242;0;0;0;0;620125
2021-07-22;Primo dose récente;[20,39];9695;678;1;1;1;1;1047280
2021-07-22;Primo dose récente;[60,79];564;23;3;2;0;0;262436
2021-07-23;Primo dose récente;[0,19];4450;254;1;1;0;0;636392
2021-07-23;Primo dose récente;[40,59];6133;207;2;1;0;0;862489
2021-07-23;Primo dose récente;[60,79];798;20;0;0;0;0;274319
2021-07-23;Primo dose récente;"[80;+]";114;3;1;0;0;0;42421
2021-07-24;Primo dose récente;[20,39];5850;409;0;0;1;1;1155923
2021-07-24;Primo dose récente;[40,59];2641;91;5;4;0;0;874931
2021-07-25;Primo dose récente;[40,59];526;23;0;0;2;2;866124
2021-07-25;Primo dose récente;"[80;+]";47;1;0;0;0;0;41094
2021-07-26;Primo dose récente;"[80;+]";194;4;0;0;0;0;43216
2021-07-27;Primo dose récente;[0,19];3005;296;0;0;1;0;701611
2021-07-27;Primo dose récente;"[80;+]";164;6;1;1;0;0;45187
2021-07-28;Primo dose récente;[60,79];655;23;3;3;0;0;314796
2021-07-29;Primo dose récente;[40,59];6270;325;4;4;2;1;1091905
2021-07-29;Primo dose récente;"[80;+]";140;4;2;2;0;0;48296
2021-07-30;Primo dose récente;[0,19];6677;325;0;0;0;0;797689
2021-08-01;Primo dose récente;[20,39];1706;130;4;2;3;3;1725148
2021-08-01;Primo dose récente;[60,79];117;5;3;3;1;1;339440
2021-08-02;Primo dose récente;[20,39];12596;1263;4;3;0;0;1840172
2021-08-02;Primo dose récente;[40,59];5944;510;6;5;4;4;1228180
2021-08-02;Primo dose récente;[60,79];1048;79;3;2;2;2;358658
2021-08-02;Primo dose récente;"[80;+]";211;10;3;3;0;0;50909
2021-08-03;Primo dose récente;[20,39];10345;985;2;1;1;1;1964932
2021-08-04;Primo dose récente;[60,79];771;60;2;2;0;0;395390
2021-08-04;Primo dose récente;"[80;+]";217;10;0;0;0;0;56331
2021-08-05;Primo dose récente;[0,19];4231;272;1;0;0;0;998070
2021-08-06;Primo dose récente;[0,19];5435;272;2;2;0;0;1020777
2021-08-06;Primo dose récente;"[80;+]";174;0;0;0;0;0;61823
2021-08-07;Primo dose récente;[20,39];8400;444;5;5;0;0;2173547
2021-08-07;Primo dose récente;[60,79];685;39;6;5;1;1;413455
2021-08-08;Primo dose récente;[60,79];157;12;1;1;1;1;406257
2021-08-10;Primo dose récente;"[80;+]";286;5;2;2;0;0;63923
2021-08-11;Primo dose récente;"[80;+]";273;9;1;1;0;0;64790
2021-08-12;Primo dose récente;[40,59];6984;342;7;6;2;2;1472112
2021-08-13;Primo dose récente;[0,19];4786;280;0;0;0;0;1091728
2021-08-13;Primo dose récente;[60,79];1396;40;5;4;3;3;421911
2021-08-13;Primo dose récente;"[80;+]";247;4;3;3;0;0;65943
2021-08-14;Primo dose récente;[0,19];2297;93;1;1;0;0;1064945
2021-08-15;Primo dose récente;[40,59];586;33;12;12;2;2;1341470
2021-08-16;Primo dose récente;[0,19];2943;255;0;0;1;1;1061790
2021-08-18;Primo dose récente;[60,79];1037;48;5;5;0;0;390463
2021-08-19;Primo dose récente;[40,59];5028;205;9;8;1;1;1242940
2021-08-20;Primo dose récente;[0,19];2701;147;1;1;0;0;944459
2021-08-20;Primo dose récente;[20,39];10126;397;0;0;0;0;1621938
2021-08-22;Primo dose récente;[40,59];386;14;2;2;0;0;1031945
2021-08-22;Primo dose récente;[60,79];109;3;1;0;4;4;325912
2021-08-23;Primo dose récente;[0,19];1667;180;1;1;0;0;852554
2021-08-23;Primo dose récente;[40,59];4497;250;6;6;4;4;1040738
2021-08-24;Primo dose récente;[0,19];1262;116;1;0;0;0;822777
2021-08-24;Primo dose récente;[60,79];970;33;5;3;1;1;321228
2021-08-26;Primo dose récente;[0,19];1231;91;0;0;0;0;734790
2021-08-26;Primo dose récente;[20,39];5012;210;3;3;0;0;1224687
2021-08-26;Primo dose récente;"[80;+]";194;5;3;3;0;0;55415
2021-08-27;Primo dose récente;[60,79];812;26;0;0;0;0;273900
2021-08-27;Primo dose récente;"[80;+]";184;5;0;0;0;0;53288
2021-08-29;Primo dose récente;[20,39];494;17;0;0;2;2;1002907
2021-08-29;Primo dose récente;[60,79];89;5;5;5;0;0;242867
2021-08-29;Primo dose récente;"[80;+]";50;3;0;0;0;0;48312
2021-05-31;Vaccination complète;"[80;+]";7955;112;10;7;2;1;2538910
2021-06-01;Vaccination complète;[20,39];3190;48;0;0;0;0;747478
2021-06-01;Vaccination complète;[60,79];11718;132;8;8;4;1;4890784
2021-06-02;Vaccination complète;"[80;+]";6379;58;17;14;1;1;2565066
2021-06-03;Vaccination complète;[0,19];136;4;0;0;0;0;24636
2021-06-03;Vaccination complète;[60,79];9940;105;7;6;10;8;5065425
2021-06-03;Vaccination complète;"[80;+]";5763;79;8;6;1;0;2576500
2021-06-04;Vaccination complète;[20,39];4623;56;1;1;0;0;816125
2021-06-05;Vaccination complète;[0,19];94;1;0;0;0;0;27055
2021-06-05;Vaccination complète;[40,59];4001;50;0;0;2;2;2148235
2021-06-05;Vaccination complète;[60,79];9034;62;4;1;4;3;5221818
2021-06-06;Vaccination complète;[40,59];907;16;2;1;1;1;2159177
2021-06-07;Vaccination complète;[40,59];8016;104;4;2;0;0;2181434
2021-06-07;Vaccination complète;"[80;+]";8428;70;11;9;2;1;2597703
2021-06-08;Vaccination complète;[0,19];97;1;0;0;0;0;29931
2021-06-08;Vaccination complète;[40,59];6399;79;1;1;1;1;2247453
2021-06-09;Vaccination complète;[0,19];111;0;0;0;0;0;31513
2021-06-10;Vaccination complète;[20,39];4488;35;1;1;0;0;938355
2021-06-10;Vaccination complète;[60,79];9306;75;6;3;3;2;5623741
2021-06-10;Vaccination complète;"[80;+]";4740;42;6;3;0;0;2642977
2021-06-12;Vaccination complète;[0,19];75;1;0;0;0;0;36875
2021-06-12;Vaccination complète;[40,59];4039;40;0;0;0;0;2547237
2021-06-12;Vaccination complète;[60,79];9323;25;5;3;2;2;5879645
2021-06-13;Vaccination complète;"[80;+]";1903;10;2;1;3;1;2669713
2021-06-14;Vaccination complète;[0,19];146;3;0;0;0;0;39204
2021-06-14;Vaccination complète;[20,39];4097;37;0;0;0;0;1028814
2021-06-14;Vaccination complète;[40,59];8159;71;2;1;1;1;2620119
2021-06-15;Vaccination complète;[60,79];12848;55;3;3;0;0;6182462
2021-06-17;Vaccination complète;[0,19];170;2;0;0;0;0;45269
2021-06-17;Vaccination complète;[40,59];6825;35;2;2;0;0;2867012
2021-06-19;Vaccination complète;[40,59];4818;31;0;0;0;0;3046418
2021-06-20;Vaccination complète;[40,59];1221;7;0;0;0;0;3066428
2021-06-24;Vaccination complète;[0,19];252;4;0;0;0;0;61952
2021-06-24;Vaccination complète;[20,39];5687;41;1;0;0;0;1371234
2021-06-25;Vaccination complète;[0,19];300;4;0;0;0;0;65495
2021-06-25;Vaccination complète;[20,39];6149;36;0;0;0;0;1424733
2021-06-25;Vaccination complète;[60,79];14331;47;5;3;2;2;7697070
2021-06-25;Vaccination complète;"[80;+]";5476;25;4;3;1;0;2840414
2021-06-26;Vaccination complète;[0,19];171;3;0;0;0;0;69049
2021-06-26;Vaccination complète;[20,39];3593;24;2;2;0;0;1465466
2021-06-26;Vaccination complète;[40,59];6165;30;1;1;0;0;3679701
2021-06-27;Vaccination complète;[0,19];68;0;0;0;0;0;70743
2021-06-27;Vaccination complète;[40,59];1505;7;2;1;0;0;3718091
2021-06-27;Vaccination complète;[60,79];2585;6;5;4;1;1;7814326
2021-06-27;Vaccination complète;"[80;+]";1862;3;3;3;0;0;2850735
2021-06-28;Vaccination complète;[40,59];11350;81;0;0;0;0;3856193
2021-06-28;Vaccination complète;[60,79];18661;49;7;5;1;1;7983288
2021-06-29;Vaccination complète;[0,19];414;5;0;0;0;0;78448
2021-06-29;Vaccination complète;[20,39];5905;44;0;0;0;0;1615959
2021-06-29;Vaccination complète;[60,79];12831;24;4;2;3;2;8171132
2021-06-30;Vaccination complète;[40,59];9631;57;2;2;0;0;4166649
2021-06-30;Vaccination complète;[60,79];10872;35;2;1;1;1;8318988
2021-06-30;Vaccination complète;"[80;+]";5275;32;6;5;1;1;2899062
2021-07-02;Vaccination complète;[0,19];854;12;0;0;0;0;95516
2021-07-02;Vaccination complète;[40,59];12585;71;1;1;0;0;4519028
2021-07-03;Vaccination complète;[60,79];10363;33;4;3;2;2;8742787
2021-07-04;Vaccination complète;[0,19];152;5;1;1;0;0;105297
2021-07-07;Vaccination complète;[0,19];939;22;0;0;0;0;137254
2021-07-07;Vaccination complète;"[80;+]";5282;22;2;1;0;0;2982826
2021-07-08;Vaccination complète;[0,19];1319;31;0;0;0;0;151355
2021-07-08;Vaccination complète;[20,39];12613;161;0;0;0;0;2400117
2021-07-08;Vaccination complète;[40,59];14173;91;3;3;0;0;5567678
2021-07-08;Vaccination complète;[60,79];8889;54;2;2;1;1;9250155
2021-07-09;Vaccination complète;[60,79];13312;79;8;4;1;1;9390025
2021-07-13;Vaccination complète;[0,19];1478;58;0;0;0;0;229131
2021-07-13;Vaccination complète;"[80;+]";6529;41;12;11;0;0;3039895
2021-07-15;Vaccination complète;[0,19];1927;93;0;0;0;0;272015
2021-07-15;Vaccination complète;[20,39];18284;421;0;0;0;0;3304168
2021-07-15;Vaccination complète;[40,59];19119;262;1;1;0;0;7022795
2021-07-16;Vaccination complète;[40,59];19045;272;7;6;2;1;7265845
2021-07-17;Vaccination complète;[0,19];1418;47;0;0;0;0;315117
2021-07-17;Vaccination complète;[60,79];10608;115;8;6;0;0;10048509
2021-07-17;Vaccination complète;"[80;+]";4156;37;3;3;0;0;3081175
2021-07-18;Vaccination complète;[60,79];2834;40;6;6;2;2;10059730
2021-07-19;Vaccination complète;[0,19];2320;130;0;0;0;0;344982
2021-07-19;Vaccination complète;[40,59];21349;489;5;5;1;1;7703149
2021-07-20;Vaccination complète;[40,59];17310;425;4;3;0;0;7914143
2021-07-20;Vaccination complète;"[80;+]";7161;86;6;5;2;1;3100940
2021-07-21;Vaccination complète;[0,19];2068;135;0;0;0;0;396671
2021-07-21;Vaccination complète;[60,79];12916;286;11;8;0;0;10303445
2021-07-22;Vaccination complète;[0,19];2391;139;0;0;0;0;427006
2021-07-22;Vaccination complète;[20,39];18944;687;2;1;0;0;4288780
2021-07-22;Vaccination complète;[40,59];17944;446;2;2;2;2;8298733
2021-07-22;Vaccination complète;"[80;+]";6351;99;15;14;0;0;3120153
2021-07-24;Vaccination complète;[40,59];13685;283;4;3;1;1;8680977
2021-07-25;Vaccination complète;[0,19];578;20;0;0;0;0;510116
2021-07-25;Vaccination complète;[40,59];3772;89;5;5;3;3;8724598
2021-07-26;Vaccination complète;[0,19];2923;178;0;0;0;0;551955
2021-07-26;Vaccination complète;[40,59];23994;819;9;7;5;5;8919913
2021-07-26;Vaccination complète;[60,79];20460;519;12;11;2;2;10585572
2021-07-27;Vaccination complète;[0,19];2472;130;1;1;0;0;597170
2021-07-27;Vaccination complète;[20,39];19001;805;8;5;0;0;5082134
2021-07-27;Vaccination complète;"[80;+]";8332;127;33;27;0;0;3152181
2021-07-29;Vaccination complète;[20,39];22510;799;1;1;0;0;5379205
2021-07-30;Vaccination complète;[40,59];24697;687;6;5;3;1;9589949
2021-07-30;Vaccination complète;"[80;+]";6854;161;19;17;2;2;3172931
2021-07-31;Vaccination complète;[20,39];14888;395;1;0;1;1;5732492
2021-07-31;Vaccination complète;[40,59];15106;377;12;11;1;0;9716952
2021-07-31;Vaccination complète;[60,79];9755;248;15;15;9;7;10839262
2021-07-31;Vaccination complète;"[80;+]";4045;82;25;22;1;1;3176389
2021-08-01;Vaccination complète;[40,59];4338;113;6;5;4;4;9756428
2021-08-02;Vaccination complète;[0,19];3878;159;1;0;0;0;836500
2021-08-02;Vaccination complète;[60,79];19205;782;18;15;13;13;10891619
2021-08-03;Vaccination complète;"[80;+]";8666;280;24;23;3;3;3190566
2021-08-04;Vaccination complète;[60,79];14230;606;30;28;9;7;10995119
2021-08-05;Vaccination complète;[0,19];3134;99;1;1;0;0;1028596
2021-08-05;Vaccination complète;[20,39];21864;874;5;5;0;0;6528066
2021-08-05;Vaccination complète;[40,59];19753;770;4;4;1;1;10372270
2021-08-05;Vaccination complète;[60,79];11989;598;48;38;5;4;11054675
2021-08-06;Vaccination complète;[20,39];23022;894;8;3;1;1;6712933
2021-08-08;Vaccination complète;[40,59];3923;131;14;13;3;3;10673881
2021-08-09;Vaccination complète;[20,39];21988;1206;6;5;0;0;7027519
2021-08-09;Vaccination complète;[60,79];19040;892;42;36;10;10;11180791
2021-08-10;Vaccination complète;[60,79];15128;740;41;38;13;12;11229220
2021-08-10;Vaccination complète;"[80;+]";9098;358;36;29;6;4;3228441
2021-08-11;Vaccination complète;[60,79];13550;738;43;41;12;12;11269910
2021-08-12;Vaccination complète;[40,59];17329;910;18;13;5;5;11131539
2021-08-13;Vaccination complète;[40,59];20081;915;10;8;5;4;11256827
2021-08-14;Vaccination complète;[20,39];12358;569;4;4;1;0;7655129
2021-08-14;Vaccination complète;"[80;+]";4255;160;37;28;1;1;3251717
2021-08-16;Vaccination complète;[40,59];21685;1337;17;14;4;3;11436477
2021-08-16;Vaccination complète;[60,79];19439;1005;52;42;14;14;11414997
2021-08-17;Vaccination complète;[20,39];16963;985;10;9;0;0;7909853
2021-08-17;Vaccination complète;[60,79];15300;817;46;39;18;13;11452773
2021-08-17;Vaccination complète;"[80;+]";9434;320;40;37;4;4;3261753
2021-08-18;Vaccination complète;[20,39];17132;920;5;5;1;1;8014572
2021-08-18;Vaccination complète;"[80;+]";8619;321;44;37;0;0;3266503
2021-08-19;Vaccination complète;[20,39];17943;957;6;5;3;3;8133177
2021-08-19;Vaccination complète;[40,59];16303;873;18;16;6;4;11705758
2021-08-19;Vaccination complète;[60,79];11704;666;43;41;14;13;11517304
2021-08-19;Vaccination complète;"[80;+]";8466;320;30;24;1;1;3272074
2021-08-20;Vaccination complète;[20,39];19002;909;4;4;0;0;8269638
2021-08-20;Vaccination complète;"[80;+]";8004;300;37;35;3;3;3277910
2021-08-21;Vaccination complète;[0,19];2360;80;0;0;0;0;1913917
2021-08-21;Vaccination complète;[40,59];11686;555;5;5;9;8;11878691
2021-08-21;Vaccination complète;[60,79];10596;352;33;31;13;13;11570350
2021-08-21;Vaccination complète;"[80;+]";4462;124;23;21;1;1;3280262
2021-08-22;Vaccination complète;[20,39];3471;186;3;3;1;1;8399505
2021-08-22;Vaccination complète;"[80;+]";2214;61;42;40;2;2;3280713
2021-08-23;Vaccination complète;[40,59];22701;1364;20;15;3;3;11984210
2021-08-23;Vaccination complète;"[80;+]";10915;365;36;31;7;6;3284315
2021-08-24;Vaccination complète;[60,79];16105;720;50;41;7;7;11633904
2021-08-25;Vaccination complète;[0,19];2830;108;2;1;0;0;2117771
2021-08-26;Vaccination complète;[0,19];2585;93;0;0;0;0;2177093
2021-08-26;Vaccination complète;[60,79];11317;538;40;31;18;18;11694883
2021-08-27;Vaccination complète;"[80;+]";7909;283;47;44;4;4;3304038
2021-08-28;Vaccination complète;[40,59];12389;473;13;9;2;1;12421640
2021-08-28;Vaccination complète;"[80;+]";4965;105;32;24;4;4;3306089
2021-08-29;Vaccination complète;[40,59];3154;146;9;8;4;4;12436731
2021-05-31;Non-vaccinés;[0,19];50928;2615;6;1;0;0;15922478
2021-05-31;Non-vaccinés;[20,39];60129;3481;51;40;8;6;12816904
2021-05-31;Non-vaccinés;[40,59];44882;2542;117;82;35;25;10242656
2021-06-01;Non-vaccinés;[0,19];49890;1945;24;14;1;1;15908504
2021-06-01;Non-vaccinés;[40,59];35775;1708;113;70;34;25;10061888
2021-06-01;Non-vaccinés;"[80;+]";7928;182;37;31;4;4;987357
2021-06-02;Non-vaccinés;[20,39];52960;2259;55;45;12;8;12531488
2021-06-02;Non-vaccinés;[40,59];36346;1546;91;62;22;18;9873764
2021-06-03;Non-vaccinés;[60,79];18939;522;75;54;26;18;3546112
2021-06-03;Non-vaccinés;"[80;+]";6707;154;42;29;2;2;971693
2021-06-04;Non-vaccinés;[40,59];42924;1441;99;71;28;24;9484409
2021-06-04;Non-vaccinés;[60,79];24863;517;82;57;26;21;3486995
2021-06-05;Non-vaccinés;[40,59];23378;804;61;47;21;14;9349099
2021-06-05;Non-vaccinés;[60,79];15171;278;56;42;23;14;3460488
2021-06-07;Non-vaccinés;[60,79];27718;571;76;51;30;26;3415436
2021-06-07;Non-vaccinés;"[80;+]";8892;163;43;32;11;9;954258
2021-06-08;Non-vaccinés;[0,19];40298;1249;12;9;0;0;15802134
2021-06-09;Non-vaccinés;[60,79];18108;354;64;50;19;14;3320135
2021-06-10;Non-vaccinés;[20,39];52164;1203;32;22;4;3;11370033
2021-06-10;Non-vaccinés;[40,59];32509;815;52;40;15;11;8639601
2021-06-10;Non-vaccinés;[60,79];16760;306;52;33;28;21;3266790
2021-06-10;Non-vaccinés;"[80;+]";5469;94;38;32;2;1;931751
2021-06-11;Non-vaccinés;[0,19];39900;999;6;3;1;1;15735677
2021-06-11;Non-vaccinés;"[80;+]";6053;126;36;28;3;2;924042
2021-06-12;Non-vaccinés;[20,39];28642;669;32;25;6;3;11045867
2021-06-13;Non-vaccinés;[40,59];5106;127;41;33;14;11;8288534
2021-06-13;Non-vaccinés;"[80;+]";2050;29;16;15;0;0;920002
2021-06-14;Non-vaccinés;[20,39];47276;1246;41;30;5;4;10821134
2021-06-15;Non-vaccinés;[0,19];29830;639;13;9;3;1;15665195
2021-06-16;Non-vaccinés;[0,19];26797;566;8;6;4;2;15640234
2021-06-17;Non-vaccinés;[0,19];30611;547;5;2;0;0;15616620
2021-06-17;Non-vaccinés;[20,39];49593;850;22;14;6;4;10297784
2021-06-17;Non-vaccinés;[40,59];31346;526;37;23;12;7;7736225
2021-06-17;Non-vaccinés;"[80;+]";5057;75;17;13;5;3;896195
2021-06-18;Non-vaccinés;[0,19];37387;605;6;2;2;0;15593595
2021-06-18;Non-vaccinés;[40,59];40138;573;30;24;9;7;7590739
2021-06-19;Non-vaccinés;[0,19];15635;296;9;4;1;1;15571468
2021-06-19;Non-vaccinés;"[80;+]";3923;48;14;11;5;4;886831
2021-06-20;Non-vaccinés;[60,79];3963;52;22;15;7;4;2971784
2021-06-21;Non-vaccinés;[40,59];33243;642;27;19;14;10;7367804
2021-06-23;Non-vaccinés;"[80;+]";5263;68;10;7;2;2;873676
2021-06-24;Non-vaccinés;[40,59];28893;417;27;17;6;3;7080613
2021-06-24;Non-vaccinés;"[80;+]";4519;62;15;12;1;1;868133
2021-06-25;Non-vaccinés;[0,19];34685;472;5;3;1;1;15301461
2021-06-25;Non-vaccinés;[20,39];49856;690;26;16;5;4;9355234
2021-06-25;Non-vaccinés;[40,59];35318;434;19;14;4;3;6982921
2021-06-25;Non-vaccinés;"[80;+]";5396;41;8;5;2;2;863162
2021-06-26;Non-vaccinés;[60,79];13236;98;23;13;7;7;2816019
2021-06-27;Non-vaccinés;[0,19];5400;75;5;4;1;1;15213420
2021-06-27;Non-vaccinés;[20,39];7925;125;11;8;1;1;9248874
2021-06-27;Non-vaccinés;"[80;+]";1941;29;7;5;2;1;860740
2021-06-28;Non-vaccinés;[40,59];34906;554;33;19;6;4;6846376
2021-06-28;Non-vaccinés;"[80;+]";7199;70;15;13;4;2;858208
2021-06-29;Non-vaccinés;[0,19];31174;397;7;3;0;0;15125927
2021-06-29;Non-vaccinés;[20,39];38353;791;16;12;5;4;9088581
2021-06-30;Non-vaccinés;[40,59];29603;460;20;16;7;4;6719995
2021-06-30;Non-vaccinés;[60,79];14625;166;25;17;10;7;2754446
2021-06-30;Non-vaccinés;"[80;+]";5082;55;18;12;1;0;850947
2021-07-01;Non-vaccinés;[0,19];41386;461;2;1;1;0;15009990
2021-07-02;Non-vaccinés;[40,59];36080;480;25;14;8;5;6581756
2021-07-03;Non-vaccinés;[60,79];12332;102;24;19;6;5;2696385
2021-07-03;Non-vaccinés;"[80;+]";3579;25;7;4;1;0;840839
2021-07-04;Non-vaccinés;[40,59];5972;112;16;12;5;2;6521945
2021-07-04;Non-vaccinés;[60,79];3578;53;15;10;4;3;2693899
2021-07-05;Non-vaccinés;[0,19];51692;807;3;1;1;0;14870526
2021-07-05;Non-vaccinés;[20,39];51139;1500;25;20;3;2;8705452
2021-07-05;Non-vaccinés;[60,79];22124;232;28;18;7;6;2679676
2021-07-05;Non-vaccinés;"[80;+]";6922;61;12;7;1;1;838397
2021-07-06;Non-vaccinés;[0,19];38377;701;10;5;0;0;14830090
2021-07-06;Non-vaccinés;[20,39];42903;1285;19;16;7;7;8639242
2021-07-06;Non-vaccinés;[60,79];16679;165;21;15;9;6;2660312
2021-07-07;Non-vaccinés;[40,59];32812;619;18;17;7;6;6375593
2021-07-08;Non-vaccinés;[20,39];53917;1513;18;14;4;4;8496441
2021-07-09;Non-vaccinés;"[80;+]";4810;51;10;6;1;1;823844
2021-07-10;Non-vaccinés;[0,19];32508;492;3;1;1;1;14632382
2021-07-10;Non-vaccinés;[40,59];23568;342;23;18;13;11;6203229
2021-07-12;Non-vaccinés;[0,19];45030;1358;8;3;0;0;14577725
2021-07-12;Non-vaccinés;"[80;+]";5800;74;12;10;3;1;819457
2021-07-13;Non-vaccinés;[40,59];37671;1074;33;24;8;7;6084858
2021-07-14;Non-vaccinés;[0,19];8918;278;7;3;2;2;14485232
2021-07-14;Non-vaccinés;"[80;+]";1942;24;13;10;3;2;812448
2021-07-15;Non-vaccinés;[20,39];66425;4437;25;21;4;4;8067380
2021-07-15;Non-vaccinés;[40,59];42605;1619;31;21;9;8;5956071
2021-07-15;Non-vaccinés;[60,79];15923;386;33;20;19;13;2495577
2021-07-15;Non-vaccinés;"[80;+]";5337;67;19;15;1;0;807977
2021-07-16;Non-vaccinés;[20,39];66099;4199;33;24;4;3;7987636
2021-07-18;Non-vaccinés;[0,19];7118;366;15;6;1;0;14346297
2021-07-18;Non-vaccinés;[20,39];10320;856;30;26;3;3;7908856
2021-07-18;Non-vaccinés;[40,59];6331;289;38;32;16;11;5819624
2021-07-18;Non-vaccinés;[60,79];3365;101;24;21;15;11;2456888
2021-07-18;Non-vaccinés;"[80;+]";1869;33;11;5;2;2;801682
2021-07-20;Non-vaccinés;[0,19];34860;3055;9;4;1;1;14253232
2021-07-20;Non-vaccinés;[40,59];37057;2222;53;36;19;15;5690029
2021-07-20;Non-vaccinés;[60,79];17706;560;31;23;15;12;2412196
2021-07-21;Non-vaccinés;[0,19];36617;3193;11;5;5;4;14210856
2021-07-21;Non-vaccinés;[20,39];68092;7623;56;47;8;8;7655144
2021-07-21;Non-vaccinés;[60,79];15993;631;58;44;19;12;2403959
2021-07-22;Non-vaccinés;[40,59];48364;2509;50;36;26;18;5546757
2021-07-23;Non-vaccinés;[40,59];57510;2627;70;49;33;27;5436070
2021-07-24;Non-vaccinés;[0,19];30087;1983;18;9;0;0;14022779
2021-07-24;Non-vaccinés;[20,39];45480;3763;65;56;12;10;7252440
2021-07-24;Non-vaccinés;[40,59];28981;1440;58;45;25;18;5361207
2021-07-24;Non-vaccinés;[60,79];12030;368;51;31;23;17;2315763
2021-07-25;Non-vaccinés;[20,39];11810;1237;70;52;13;9;7200594
2021-07-25;Non-vaccinés;[40,59];7174;448;70;51;28;27;5333635
2021-07-26;Non-vaccinés;[20,39];78438;10772;69;54;14;12;7080152
2021-07-26;Non-vaccinés;"[80;+]";8105;257;49;34;2;1;777730
2021-07-27;Non-vaccinés;[0,19];37122;4327;20;10;1;1;13871629
2021-07-27;Non-vaccinés;[20,39];66819;8599;81;57;14;11;6922026
2021-07-27;Non-vaccinés;[40,59];41746;3491;84;53;32;25;5151281
2021-07-28;Non-vaccinés;[60,79];16594;973;83;60;41;30;2220530
2021-07-28;Non-vaccinés;"[80;+]";6612;226;53;37;4;2;768182
2021-07-29;Non-vaccinés;[0,19];44636;3987;16;9;2;1;13710603
2021-07-29;Non-vaccinés;"[80;+]";6098;243;49;38;5;1;762462
2021-07-30;Non-vaccinés;[20,39];93848;7411;103;74;20;16;6385131
2021-07-30;Non-vaccinés;"[80;+]";6177;203;55;34;7;4;756726
2021-07-31;Non-vaccinés;[40,59];29784;1733;99;70;35;27;4707078
2021-08-01;Non-vaccinés;[60,79];3338;211;77;52;33;21;2119627
2021-08-01;Non-vaccinés;"[80;+]";1737;66;34;22;6;4;753589
2021-08-02;Non-vaccinés;[0,19];45350;5804;30;18;0;0;13483963
2021-08-02;Non-vaccinés;"[80;+]";7991;366;73;56;10;8;749870
2021-08-03;Non-vaccinés;[40,59];39526;4154;166;120;42;34;4450583
2021-08-03;Non-vaccinés;[60,79];17604;1369;137;104;55;39;2052139
2021-08-03;Non-vaccinés;"[80;+]";7454;349;83;59;5;4;743991
2021-08-04;Non-vaccinés;[60,79];15917;1202;135;92;47;37;2014757
2021-08-04;Non-vaccinés;"[80;+]";7089;337;84;55;6;5;738301
2021-08-05;Non-vaccinés;"[80;+]";6252;303;75;50;9;4;731511
2021-08-06;Non-vaccinés;[20,39];82132;7007;83;59;24;17;5288126
2021-08-06;Non-vaccinés;[40,59];52231;3901;132;90;59;44;4052759
2021-08-07;Non-vaccinés;[40,59];28839;1925;129;95;59;46;3971007
2021-08-07;Non-vaccinés;[60,79];11927;659;115;75;49;41;1913298
2021-08-08;Non-vaccinés;[20,39];12463;1095;61;48;18;13;5122868
2021-08-09;Non-vaccinés;"[80;+]";8880;471;86;55;8;8;717624
2021-08-10;Non-vaccinés;[40,59];45254;4261;171;115;43;34;3746421
2021-08-11;Non-vaccinés;[40,59];41993;3895;182;115;59;44;3642584
2021-08-12;Non-vaccinés;[40,59];46099;3796;176;120;59;44;3541984
2021-08-12;Non-vaccinés;[60,79];17050;1340;176;108;48;35;1778470
2021-08-13;Non-vaccinés;[0,19];40387;4344;36;21;4;0;12609482
2021-08-13;Non-vaccinés;"[80;+]";7172;379;87;60;6;6;694165
2021-08-14;Non-vaccinés;[20,39];43885;3308;90;67;24;20;4359097
2021-08-14;Non-vaccinés;[40,59];28987;1866;147;99;66;52;3377915
2021-08-14;Non-vaccinés;"[80;+]";3928;197;80;55;1;1;691689
2021-08-15;Non-vaccinés;[40,59];6108;577;133;90;56;36;3359431
2021-08-16;Non-vaccinés;[0,19];33625;5589;26;15;3;1;12483792
2021-08-16;Non-vaccinés;[40,59];51041;4938;174;107;66;47;3290456
2021-08-17;Non-vaccinés;[0,19];26237;4328;25;8;1;0;12417645
2021-08-17;Non-vaccinés;[20,39];57784;6293;103;75;19;18;4119288
2021-08-18;Non-vaccinés;[0,19];24517;3946;28;14;2;2;12356090
2021-08-18;Non-vaccinés;[60,79];17399;1145;191;125;58;46;1649865
2021-08-18;Non-vaccinés;"[80;+]";7447;351;88;61;7;5;677627
2021-08-20;Non-vaccinés;[20,39];72141;5345;100;76;28;19;3823131
